Repository,Title,Authors,Abstract,DOI
"PubMed","Molecular Typing of Multidrug-Resistant Acinetobacter baumannii Isolates from Clinical Specimens by ERIC-PCR and MLVA.","Leili Osanloo; Habib Zeighami; Fakhri Haghi; Reza Shapouri; Rasoul Shokri","Acinetobacter baumannii, a Gram-negative and oxidase-negative bacterium, is a major cause of nosocomial infections, leading to high mortality rates in hospitalized patients. The use of 2 prominent molecular typing methods (i.e., enterobacterial repetitive intergenic consensus-polymerase chain reaction [ERIC-PCR] and multiple-locus variable-number tandem repeat [VNTR] analysis [MLVA]) for genotyping A. baumannii isolates has proven to be an effective approach in assessing the clonal relation of these isolates and managing their outbreaks. A total of 100 A. baumannii isolates were collected from immunocompromised patients hospitalized in the intensive care unit (ICU) of a hospital in Zanjan City, Iran. Their antibiotic resistance ability (especially aminoglycoside resistance) was studied by disc diffusion tests. The genetic typing of A. baumannii was studied using ERIC-PCR and MLVA methods. All isolates were resistant to 3 or more antibiotics and regarded as multidrug-resistant (MDR). Additionally, 32% of the isolates were resistant to all antibiotics tested, and 91% were extensively drug-resistant (XDR). The increased rate of aminoglycoside-resistant A. baumannii in ICU patients, with an increased incidence of aminoglycoside-modifying enzymes of aac (6')-Ib, ant (3″)-I, and aph (2″)-Id. ERIC-PCR has likewise shown an increased level of diversity in A. baumannii isolates. According to the ERIC-PCR patterns, isolates were classified as 4 clusters, while according to the MLVA patterns, isolates were classified as 9 distinct clusters. ERIC-PCR and MLVA assays serve as useful genotyping methods to assess the genetic variety or clonal relatedness of A. baumannii isolates. ","10.1007/s00284-023-03459-x"
"PubMed","Validating the Utility of Multilocus Variable Number Tandem-repeat Analysis (MLVA) as a Subtyping Strategy to Monitor Listeria monocytogenes In-built Food Processing Environments.","Nicholas Andrews; Evonne McCabe; Patrick Wall; James F Buckley; Séamus Fanning","Listeria monocytogenes is a serious human pathogen and an enduring challenge to control for the ready-to-eat food processing industry. Cost-effective tools that can be deployed by commercial or in-house laboratories to rapidly investigate and resolve contamination events in the built food processing environment are of value to the food industry. Multilocus variable number tandem-repeat analysis (MLVA) is a molecular subtyping method, which along with other same-generation methods such as pulsed-field gel electrophoresis (PFGE) and multilocus sequence typing (MLST) is being superseded in disease tracking and outbreak investigations by whole-genome sequencing (WGS). In this paper, it is demonstrated that MLVA can continue to play a valuable role as a valid, fast, simple, and cost-effective method to identify and track Listeria monocytogenes subtypes in factory environments, with the method being highly congruent with MLST. Although MLVA does not have the discriminatory power of WGS to identify truly persistent clones, with careful interpretation of results alongside isolate metadata, it remains a powerful tool in situations and locations where WGS may not be readily available to food business operators. ","10.1016/j.jfp.2023.100147"
"PubMed","A minisatellite-based MLVA for deciphering the global epidemiology of the bacterial cassava pathogen Xanthomonas phaseoli pv. manihotis.","Leidy Rache; Laurence Blondin; Paula Diaz Tatis; Carolina Flores; Andrea Camargo; Moussa Kante; Issa Wonni; Camilo López; Boris Szurek; Stephane Dupas; Olivier Pruvost; Ralf Koebnik; Silvia Restrepo; Adriana Bernal; Christian Vernière","Cassava Bacterial Blight (CBB) is a destructive disease widely distributed in the different areas where this crop is grown. Populations studies have been performed at local and national scales revealing a geographical genetic structure with temporal variations. A global epidemiology analysis of its causal agent Xanthomonas phaseoli pv. manihotis (Xpm) is needed to better understand the expansion of the disease for improving the monitoring of CBB. We targeted new tandem repeat (TR) loci with large repeat units, i.e. minisatellites, that we multiplexed in a scheme of Multi-Locus Variable number of TR Analysis (MLVA-8). This genotyping scheme separated 31 multilocus haplotypes in three clusters of single-locus variants and a singleton within a worldwide collection of 93 Xpm strains isolated over a period of fifty years. The major MLVA-8 cluster 1 grouped strains originating from all countries, except the unique Chinese strain. On the contrary, all the Xpm strains genotyped using the previously developed MLVA-14 microsatellite scheme were separated as unique haplotypes. We further propose an MLVA-12 scheme which takes advantage of combining TR loci with different mutation rates: the eight minisatellites and four faster evolving microsatellite markers, for global epidemiological surveillance. This MLVA-12 scheme identified 78 haplotypes and separated most of the strains in groups of double-locus variants (DLV) supporting some phylogenetic relationships. DLV groups were subdivided into closely related clusters of strains most often sharing the same geographical origin and isolated over a short period, supporting epidemiological relationships. The main MLVA-12 DLV group#1 was composed by strains from South America and all the African strains. The MLVA-12 scheme combining both minisatellite and microsatellite loci with different discriminatory power is expected to increase the accuracy of the phylogenetic signal and to minimize the homoplasy effects. Further investigation of the global epidemiology of Xpm will be helpful for a better control of CBB worldwide. ","10.1371/journal.pone.0285491"
"PubMed","Higher diversity of Brucella canis in Latin America, according to an MLVA_13 Bc analysis.","Eduardo Jorge Boeri; Paula Ruybal; María Luz Dominguez; Natalia Mercedes Fernandez; Paula Becker; Sebastián Elena; Gabriela Ileana Escobar; Sandra Marcela Ayala; Deborah Beatriz Hasan; Marcos David Trangoni","Brucella canis is the main causative agent of canine brucellosis, which affects domestic and wild canids and leads to clinical signs and symptoms of the reproductive and locomotor systems. Owing to the scarce information on this pathogen, here we addressed the genetic diversity of the circulating strains of this species in Argentina by following an MVLA_13 Bc scheme. The analyzed sample set consisted of 101 strains of B. canis isolates collected between 2006 and 2020 from canines of the Autonomous City of Buenos Aires (CABA) and other regions of Argentina, as well as 235 isolates from North America. The analysis yielded 336 variants (Hunter-Gaston Diversity Index, HGDI equal to 1.0) showing high diversity on a global scale. The analysis of the six most variable markers also reveled high diversity and allowed further analysis regarding variant relationships. Although the diversity obtained using both schemes (all or the 6 most variable markers) was higher for the Latin American than for the North American strains, we cannot discard that this was due to biases in the sampling methodology or to the different health policies employed in these regions regarding the management of infected individuals. Altogether, the Argentine circulating strains are genetically diverse, but with no apparent geographical association. The markers used in the MLVA_13 Bc are variable and highly useful for the evaluation of outbreaks. Furthermore, the reduced panel of 6 markers (MLVA_6 Bc) proposed in this study is convenient for the study of B. canis strain diversity. ","10.1016/j.actatropica.2023.106914"
"PubMed","Genotyping of Brucella isolates from animals and humans by Multiple-Locus Variable-number Tandem Repeat Analysis (MLVA).","Murat Özmen; Ediz Kağan Özgen; Orbay Sayı; Elif Karadeniz Pütür; Biray Okumuş; Sibel İba Yılmaz; Mehtap Hülya Aslan; Mustafa Ulucan; Berna Yanmaz; Perihan Şeri Foğlu Bağatir; Nevin Turut; Şifa Karahan; Buket Eroğlu; Yıldız Öz Gülseren; Uğur Küçükayan; Çağatay Nuhay; Seza Eski I Zmi Rli Ler; Erdem Saka; Asuman Soysal Sarişahi N; İbrahim Deni Z; Nurgül Bi Rben; Kerem Karakuş; Esra Şen; Ahmet Murat Sayteki N; Kadir Akar","This study investigates country-wide genotype variations through the genotyping of Brucella strains isolated from domestic ruminants and humans. The Brucella spp. isolated from samples taken from animals and humans were first identified as B. abortus and B. melitensis by real-time PCR, and the MLVA-16 approach was then used for the genotyping of the identified isolates. For the study, 416 Brucella spp. were isolated from aborted fetus samples examined between 2018 and 2021, and 74 Brucella spp. from infected humans. Of the 74 human isolates analyzed, 1.3% were identified as B. abortus and 98.7% (73/74) as B. melitensis. The MLVA-16 typing method revealed 30 clonal groups for B. abortus and 37 clonal groups for B. melitensis from which the dominant genotypes and similarities with human isolates in Türkiye were determined. ","10.1016/j.cimid.2023.101981"
"PubMed","MLVA genotyping of Moritella viscosa reveals serial emergence of novel, host-specific clonal complexes in Norwegian salmon farming.","Martin Sørgaard; Karoline Sveinsson; Sonal Patel; Hanne K Nilsen; Anne Berit Olsen; Øyvind Vaagnes; Duncan J Colquhoun; Snorre Gulla","A Multi-Locus Variable number of tandem repeat Analysis (MLVA) genotyping scheme was developed for the epidemiological study of Moritella viscosa, which causes 'winter ulcer' predominantly in sea-reared Atlantic salmon (Salmo salar L.). The assay involves multiplex PCR amplification of six Variable Number of Tandem Repeat (VNTR) loci, followed by capillary electrophoresis and data interpretation. A collection of 747 spatiotemporally diverse M. viscosa isolates from nine fish species was analysed, the majority from farmed Norwegian salmon. MLVA distributed 76% of the isolates across three major clonal complexes (CC1, CC2 and CC3), with the remaining forming minor clusters and singletons. While 90% of the salmon isolates belong to either CC1, CC2 or CC3, only 20% of the isolates recovered from other fish species do so, indicating a considerable degree of host specificity. We further highlight a series of 'clonal shifts' amongst Norwegian salmon isolates over the 35-year sampling period, with CC1 showing exclusive predominance prior to the emergence of CC2, which was later supplanted by CC3, before the recent re-emergence of CC1. Apparently, these shifts have rapidly swept the entire Norwegian coastline and conceivably, as suggested by typing of a small number of non-Norwegian isolates, the Northeast Atlantic region as a whole. ","10.1111/jfd.13766"
"PubMed","Identification of Listeria species and Multilocus Variable-Number Tandem Repeat Analysis (MLVA) Typing of Listeria innocua and Listeria monocytogenes Isolates from Cattle Farms and Beef and Beef-Based Products from Retail Outlets in Mpumalanga and North West Provinces, South Africa.","Ayanda Manqele; Nomakorinte Gcebe; Rian Ewald Pierneef; Rebone Moerane; Abiodun Adewale Adesiyun","In this study, Listeria isolates (214) were characterized as follows: L. innocua (77.10%), L. monocytogenes (11.21%), L. welshimeri (5.61%), L. grayi (1.40%), L. seeligeri (0.93%), and L. species (3.73%) that were not identified at the species level, from beef and beef based products from retail and farms in Mpumalanga and North West provinces of South Africa. MLVA was further used to type Listeria innocua isolates (165) and Listeria monocytogenes isolates (24). The L. monocytogenes isolates were also serogrouped using PCR. The MLVA protocol for L. monocytogenes typing included six tandem repeat primer sets, and the MLVA protocol for L. innocua included the use of three tandem repeats primer sets. The L. monocytogenes serogroups were determined as follows: 4b-4d-4e (IVb) (37.50%), 1/2a-3a (IIa) (29.16%), 1/2b-3b (IIb) (12.50%), 1/2c-3c (IIc) (8.33%), and IVb-1 (4.16%). MLVA could cluster isolates belonging to each specie, L. monocytogenes, and L. innocua isolates, into MLVA-related strains. There were 34 and 10 MLVA types obtained from the MLVA typing of L. innocua and L. monocytogenes, respectively. MLVA clustered the L. monocytogenes isolates irrespective of sample category, serogroups, and geographical origin. Similarly, the L. innocua isolates clustered irrespective of meat category and geographical origin. MLVA was able to cluster isolates based on MLVA relatedness. The clustering of isolates from farms and retailers indicates transmission of Listeria spp. MLVA is an affordable, simple, and discriminatory method that can be used routinely to type L. monocytogenes and L. innocua isolates. ","10.3390/pathogens12010147"
"PubMed","MLVA and com1 genotyping of Coxiella burnetii in farmed ruminants in Great Britain.","Claudia M Hemsley; Angela Essex-Lopresti; Tom Chisnall; Mick Millar; Sue Neale; Rudolf Reichel; Isobel H Norville; Richard W Titball","Coxiella burnetii, the causative agent of the zoonotic disease Q fever, has been shown to be endemic in Great Britain, but information on the prevailing genomic lineages or Genomic Groups (GGs) of Coxiella burnetii is limited. The aim of this study was to genotype C. burnetii isolates from infected farmed ruminants by Multiple Locus Variable Number Tandem Repeat Analysis (MLVA) and identify their associated Genomic Group. A total of 51 Coxiella-containing abortion samples from farmed ruminants (sheep, goats, and cattle), which were collected in Great Britain during 2013-2018, were included in the study, 34 of which returned a C. burnetii MLVA genotype. All bovine samples (n = 18), 5/7 of the ovine samples, and 3/9 of the caprine samples belonged to an MLVA cluster which we could link to the MST20 genotype of GG III, whereas 6/9 of the caprine samples and 2/7 of the ovine samples belonged to MLVA clusters which we could link to the MST33 or MST32 genotypes of GG II (7 vs 1 sample(s), respectively). We also noted that the Coxiella-specific com1 gene contained unique mutations that could genomotype isolates, i.e. assign them to a Genomic Group. In conclusion, both goats and sheep in Great Britain (from 2014 onward) were found to carry the same MLVA genotypes (MST33-like; GG II) that were linked to a human Q fever outbreak in the Netherlands. This knowledge in combination with the usage of genotyping/genomotyping methods should prove useful in future surveillance programs and in the management of outbreaks. ","10.1016/j.vetmic.2022.109629"
"PubMed","Tracking the distribution, genetic diversity and lineage of Brucella melitensis recovered from humans and animals in Egypt based on core-genome SNP analysis and in silico MLVA-16.","Katharina Holzer; Gamal Wareth; Mohamed El-Diasty; Nour H Abdel-Hamid; Mahmoud E R Hamdy; Shawky A Moustafa; Jörg Linde; Felix Bartusch; Mostafa Y Abdel-Glil; Ashraf E Sayour; Essam M Elbauomy; Mohamed Elhadidy; Falk Melzer; Wolfgang Beyer","Brucellosis is one of the most common neglected zoonotic diseases globally, with a public health significance and a high economic loss in the livestock industry caused by the bacteria of the genus Brucella. In this study, 136 Egyptian Brucella melitensis strains isolated from animals and humans between 2001 and 2020 were analysed by examining the whole-core-genome single-nucleotide polymorphism (cgSNP) in comparison to the in silico multilocus variable number of tandem repeat analysis (MLVA-16). Almost all Egyptian isolates were belonging to the West Mediterranean clade, except two isolates from buffalo and camel were belonging to the American and East Mediterranean clades, respectively. A significant correlation between the human case of brucellosis and the possible source of infection from animals was found. It seems that several outbreak strains already existing for many years have been spread over long distances and between many governorates. The cgSNP analysis, in combination with epidemiological metadata, allows a better differentiation than the MLVA-16 genotyping method and, hence, the source definition and tracking of outbreak strains. The MLVA based on the currently used 16 markers is not suitable for this task. Our results revealed 99 different cgSNP genotypes with many different outbreak strains, both older and widely distributed ones and rather newly introduced ones as well. This indicates several different incidents and sources of infections, probably by imported animals from other countries to Egypt. Comparing our panel of isolates to public databases by cgSNP analysis, the results revealed near relatives from Italy. Moreover, near relatives from the United States, France, Austria and India were found by in silico MLVA. ","10.1111/tbed.14768"
"PubMed","Evaluation of the genetic profiles of Brucella melitensis strain from Turkey using multilocus variable number tandem repeat analysis (MLVA) and multilocus sequence typing (MLST) techniques.","Kadir Akar; Osman Erganis","Brucellosis is caused by Brucella, and Brucella melitensis is highly prevalent in small ruminants in Turkey. Our aim was to genotype 50 B. melitensis strains isolated from sheep, goat, and cattle abortion samples from different farms in seven geographical regions of Turkey between 2009 and 2017. Forty-six different genotypes were detected in 50 isolates studied according to the MLVA-16. Thirty out of 50 isolate profiles matched profiles from the database exactly, and the remaining 20 were absent. Of these 30 isolates, 93.3% were identical to human isolates previously present in the database. All B. melitensis strains belonged to the eastern Mediterranean group. Genotype 43 was the most common isolate profile, and sequence typing (ST8) was dominant and detected in 39 strains. MLST analysis revealed a novel profile in 11 strains. On comparing the sequences of ST8 and the novel ST, a glucokinase gene variation was detected. In the MLST and MLVA analyses, no distinction was made between B. melitensis biovars. Moreover, there was no significant difference between the strains based on host, region, and year. Consequently, the discrimination power of MLVA was higher than that of MLST in this study. Contrastingly, MLST was useful in distinguishing strains according to geographic origins, as determined by performer studies. Profiles determined by MLVA were the same as those in humans. This raises concerns in regard to One Health and transition between hosts, as it is clear that protecting animal health is very important for human health. ","10.1016/j.vetmic.2022.109423"
"PubMed","Tracking the Distribution of Brucella abortus in Egypt Based on Core Genome SNP Analysis and In Silico MLVA-16.","Katharina Holzer; Mohamed El-Diasty; Gamal Wareth; Nour H Abdel-Hamid; Mahmoud E R Hamdy; Shawky A Moustafa; Jörg Linde; Felix Bartusch; Ashraf E Sayour; Essam M Elbauomy; Mohamed Elhadidy; Falk Melzer; Wolfgang Beyer","Brucellosis, caused by the bacteria of the genus Brucella, is one of the most neglected common zoonotic diseases globally with a public health significance and a high economic loss among the livestock industry worldwide. Since little is known about the distribution of B. abortus in Egypt, a total of 46 B. abortus isolates recovered between 2012-2020, plus one animal isolate from 2006, were analyzed by examining the whole core genome single nucleotide polymorphism (cgSNP) in comparison to the in silico multilocus variable number of tandem repeat analysis (MLVA). Both cgSNP analysis and MLVA revealed three clusters and one isolate only was distantly related to the others. One cluster identified a rather widely distributed outbreak strain which is repeatedly occurring for at least 16 years with marginal deviations in cgSNP analysis. The other cluster of isolates represents a rather newly introduced outbreak strain. A separate cluster comprised RB51 vaccine related strains, isolated from aborted material. The comparison with MLVA data sets from public databases reveals one near relative from Argentina to the oldest outbreak strain and a related strain from Spain to a newly introduced outbreak strain in Egypt. The distantly related isolate matches with a strain from Portugal in the MLVA profile. Based on cgSNP analysis the oldest outbreak strain clusters with strains from the UK. Compared to the in silico analysis of MLVA, cgSNP analysis using WGS data provides a much higher resolution of genotypes and, when correlated to the associated epidemiological metadata, cgSNP analysis allows the differentiation of outbreaks by defining different outbreak strains. In this respect, MLVA data are error-prone and can lead to incorrect interpretations of outbreak events. ","10.3390/microorganisms9091942"
"PubMed","Seroprevalence trend of human brucellosis and MLVA genotyping characteristics of Brucella melitensis in Shaanxi Province, China, during 2008-2020.","Cui-Hong An; Shou-Min Nie; Yang-Xin Sun; Suo-Ping Fan; Bo-Yan Luo; Zhenjun Li; Zhi-Guo Liu; Wen-Hui Chang","In this study, a total of 179,907 blood samples from populations with suspected Brucella spp. infections were collected between 2008 and 2020 and analyzed by the Rose Bengal plate test (RBPT) and serum agglutination test (SAT). Moreover, conventional biotyping, B. abortus-melitensis-ovis-suis polymerase chain reaction (AMOS-PCR), and multiple-locus variable-number tandem repeat analysis (MLVA) was applied to characterize the isolated strains. A total of 8103 (4.50%) samples were positive in RBPT, while 7705 (4.28%, 95% confidence interval (CI) 4.19-4.37) samples were positive in SAT. There was a significant difference in seroprevalence for human brucellosis over time, in different areas and different cities (districts) (χ2 = 2 = 32.23, 1984.14, and 3749.51, p < .05). The highest seropositivity (8.22% (4, 965/60393; 95% CI 8.00-8.44) was observed in Yulin City, which borders Inner Mongolia, Ningxia, and Gansu Province, China, regions that have a high incidence of human brucellosis. Moreover, 174 Brucella strains were obtained, including nine with B. melitensis bv. 1, 145 with B. melitensis bv. 3, and 20 with B. melitensis variants. After random selection, 132 B. melitensis were further genotyped using MLVA-16. The 132 strains were sorted into 100 MLVA-16 genotypes (GTs) (GT 1-100), 81 of which were single GTs represented by singular independent strains. The remaining 19 shared GTs involved 51 strains, and each GT included two to seven isolates from the Shaan northern and Guanzhong areas. These data indicated that although sporadic cases were a dominant epidemic characteristic of human brucellosis in this province, more than 38.6% (51/132) outbreaks were also found in the Shaan northern area and Guanzhong areas. The 47 shared MLVA-16 GTs were observed in strains (n = 71) from this study and strains (n = 337) from 19 other provinces of China. These data suggest that strains from the northern provinces are a potential source of human brucellosis cases in Shaanxi Province. It is urgent to strengthen the surveillance and control of the trade and transfer of infected sheep among regions. ","10.1111/tbed.14320"
"PubMed","MLVA typing of Brucella melitensis and B. abortus isolates of animal and human origin from India.","Gita Kumari; Soni Doimari; M Suman Kumar; Maninder Singh; Dhirendra Kumar Singh","Brucellosis is a widely prevalent zoonotic disease of major public health significance. A collection of Brucella melitensis and Brucella abortus field isolates of animal and human origin were subjected to MLVA-15 typing followed by phylogeography studies. The MLVA-15 analysis of B. melitensis (n = 65) field isolates resulted in 48 different profiles. The panel I marker bruce45 was found to be most conserved, while the rest of the panel I markers showed low to moderate length polymorphism. Among the panel II markers, bruce04, bruce16 and bruce30 showed a high discriminatory index. The MLVA-15 typing of 13 B. abortus field isolates revealed 13 different genotypes with panel II markers showing higher discriminatory ability vis-à-vis panel I. The minimum spanning tree analysis (MST) in comparison with isolates from the international database revealed that all B. melitensis and B. abortus isolates from this study belonged to the 'Eastern Mediterranean' and the 'abortus C' lineage, respectively. The MLVA-15 typing could differentiate field isolates of B. abortus and B. melitensis originating from different regions, reaffirming the technique's potential of high resolution and suitability for local epidemiological studies. The MLVA scheme also has the advantage of comparison of local isolates with a worldwide database, allowing for phylogeographical studies. ","10.1080/10495398.2021.1971685"
"PubMed","Clostridioides difficile Ribotype 027 (RT027) Outbreak Investigation Due to the Emergence of Rifampicin Resistance Using Multilocus Variable-Number Tandem Repeat Analysis (MLVA).","Monika Kabała; Zygmunt Gofron; Małgorzata Aptekorz; Krzysztof Sacha; Celine Harmanus; Ed Kuijper; Gayane Martirosian","The aim of this study was Clostridioides difficile outbreak investigation due to the emergence of rifampicin resistant ribotype 027 (RT 027) fecal isolates from patients of Polish tertiary care hospital between X. 2017 and II. 2018 using multilocus variable tandem repeat analysis (MLVA). Twenty-nine C. difficile fecal isolates from patients of tertiary care hospital in Southern Poland were ribotyped and analyzed by MLVA. Multiplex PCR (mPCR) for genes encoding GDH (gluD), toxins A (tcdA)/ B (tcdB), 16S rDNA and binary toxin genes (ctdA and ctdB) was performed. The antibiotic susceptibility profile was determined by E-test. The A, B and binary toxins encoding genes were detected in all 29 C. difficile strains which were sensitive to metronidazole, vancomycin and were resistant to erythromycin, clindamycin, and moxifloxacin; resistance to imipenem demonstrated 97%, to rifampicin - 45% isolates. C. difficile strains could be grouped by MLVA into 5 distinct clusters, and the largest cluster II contains 16 strains. The comparison of rifampicin GM MIC of cluster II (n=16 strains) with all others (n=13) showed that strains from clusters I, III, IV and V possessed significantly (p <0.005) higher GM MIC and were more resistant to rifampicin. MLVA analysis proved transmission and recognized outbreak due to multidrug-resistant RT 027 C. difficile among patients of tertiary care hospital in Southern Poland. The reason for this is probably the widespread occurrence of spores in the hospital environment, which includes, among others, neglect of hygienic procedures and epidemic supervision. High resistance to imipenem (97%) and to rifampicin (45%) among C. difficile RT 027 Silesian isolates is threatening and requires further studies to elucidate this phenomenon. ","10.2147/IDR.S324745"
"PubMed","Genotyping of Brucella strains isolated from humans and cattle of different geographical regions of Pakistan using MLVA-15.","Raheela Akhtar; Muhammad Muddassir Ali; Asad Ullah; Abdul Muttalib; Kashan Mehboob; Arif Ullah; Nasim Ahmad; Tahir Zahoor Chohan","Prevalence of brucellosis and MLVA genotyping in animals and humans, isolated from different regions of Pakistan was performed. Animals having history of brucellosis from the field and local farms of Bannu, Mardan, Peshawar, Swat, Lahore and Islamabad were selected for blood collection. Humans that work with them were also selected for sampling in this study. Total of 600 samples were taken from cattle and humans and subjected to Rose Bengal plate Test (RBPT) for the initial screening of positive samples. Designed primers of B.abortus for cattle and B.melitensis for humans were utilised to perform PCR. Culturing and isolation was carried to further to perform MLVA genotyping assay through the selection of two panels of primer markers. RBPT showed more number of cases of brucellosis in animals and humans compared to the PCR findings. Genotyping findings based upon MLVA-15 set of markers demonstrated that the isolated strains of B.abortus fall in the same clade with strain A1, P8 and A2 from Pakistan and also similar with BCCN#02-45 strain from India. On the other hand, B.melitensis isolated from different districts of Pakistan shared the same clade with BwIM-AFG 63, BwIM-AFG 44 strains from Afghanistan and BwIM IRN 37 strain from Iran. Selected VNTR alleles were sequenced for calibration purposes. It is concluded that Brucella is prevalent in animals and humans in studied districts of Pakistan. Moreover, A1, P8, BwIM-AFG 63, BwIM-AFG 44 and A2 were found the common genotypes in Pakistan. ","10.1002/vms3.550"
"PubMed","High-resolution genotyping of Lymphogranuloma Venereum (LGV) strains of Chlamydia trachomatis in London using multi-locus VNTR analysis-ompA genotyping (MLVA-ompA).","Chloe Manning; Colette O'Neill; Ian N Clarke; Monica Rebec; Penelope R Cliff; Peter Marsh","Lymphogranuloma venereum (LGV) is caused by Chlamydia trachomatis strains with ompA genotypes L1 to L3. An LGV epidemic associated with the L2b genotype has emerged in the past few decades amongst men who have sex with men (MSM). C. trachomatis genotypes can be discriminated by outer membrane protein A gene (ompA) sequencing, however this method has limited resolution. This study employed a high-resolution genotyping method, namely, multi-locus tandem repeat (VNTR) analysis with ompA sequencing (MLVA-ompA), to assess the distribution of LGV MLVA-ompA genotypes amongst individuals attending genitourinary medicine (GUM) clinics in London. Clinical specimens were collected from individuals attending eight London-based GUM clinics. Specimens that tested positive for C. trachomatis by commercial nucleic acid amplification test (NAAT) were confirmed as LGV by pmpH real-time PCR. LGV-positive DNA extracts were subsequently genotyped using MLVA-ompA. Two hundred and thirty DNA extracts were confirmed as LGV, and 162 (70%) yielded complete MLVA-ompA genotypes. Six LGV MLVA-ompA genotypes were identified: 1.9.2b-L2, 1.9.3b-L2b, 1.9.2b-L2b, 1.9.2b-L2b/D, 1.4a.2b-L2b, and 5.9.2b-L1. The following LGV ompA genotypes were identified (in descending order of abundance): L2, L2b, L2b/D, and L1. Eight ompA sequences with the hybrid L2b/D profile were detected. The hybrid sequence was identical to the ompA of a recombinant L2b/D strain detected in Portugal in 2017. The L2 ompA genotype was found to predominate in the London study population. The study detected an unusual hybrid L2b/D ompA profile that was previously reported in Portugal. We recommend further monitoring and surveillance of LGV strains within the UK population. ","10.1371/journal.pone.0254233"
"PubMed","Subtyping β-lactamase-producing Escherichia coli strains isolated from patients with UTI by MLVA and PFGE methods.","Alireza Dolatyar Dehkharghani; Setareh Haghighat; Marjan Rahnamaye Farzami; Masoumeh Douraghi; Mohammad Rahbar","Strain subtyping is an important epidemiological tool to trace contamination, determine clonal relationships between different strains, and the cause of outbreaks. Current subtyping methods, however, yield less than optimal subtype discrimination. Pulsed-field gel electrophoresis is the gold standard method for Escherichia coli and Multiple-Locus Variable-number tandem repeat Analysis is a rapid PCR-based method. The purpose of this study was to evaluate MLVA and PFGE methods for subtyping β -lactamase-producing E. coli strains isolated from urinary tract infections. Overall, 230 E. coli isolates from patients with urinary tract infections were examined for antimicrobial susceptibility testing. 10-loci and 7-loci MLVA and PFGE methods were used for molecular typing of β -lactamase-producing E. coli isolates. Out of 230 isolates, 130 (56.5%) β -lactamase-producing E. coli isolates were found in this study. The diversity indices of the VNTR loci showed an average diversity of 0.48 and 0.54 for 7-loci and 10-loci MLVA, respectively. The discriminatory power of PFGE showed a value of 0.87. The discordance between the methods was high. Our study showed that PFGE is more discriminatory than MVLA. MLVA is a PCR- based method and can generate unmistakable data, in contrast to PFGE. Optimization of polymorphic VNTR is essential to improve the discriminatory power of MLVA based on geographical region. ","10.22038/ijbms.2021.49790.11372"
"PubMed","Mycoplasma pneumoniae Macrolide Resistance and MLVA Typing in Children in Beijing, China, in 2016: Is It Relevant?","Hai Wei Dou; Xiu Jun Tian; De Li Xin; Ran Wei; Wei Zhou; Hong Wang; Xuan Guang Qin; Jun Yan Shao; Bao Ping Xu; Li Xia Ge; Da Wei Shi","The aim of this study is to investigate the macrolide resistance rate and molecular type with multiple-locus variable-number tandem-repeat analysis (MLVA) of Mycoplasma pneumoniae of Beijing in 2016 in pediatric patients. Real-time quantitative polymerase chain reaction (PCR) was used to identify M. pneumoniae, and MLVA was performed. The domain V of the 23S rRNA was sequenced to detect macrolide-resistant point mutations. We also investigated the activities of antibiotics against M. pneumoniae isolates in vitro. The PCR detection rate of M. pneumoniae in children in Beijing was 40%, and the macrolide resistance rate was 66%. The A2063G mutation in the 23S rRNA V region is the dominant mutation (137/146, 93.84%), whereas the A2064G mutation is rare (9/146, 6.16%). Seventy-three samples were typed successfully by MLVA typing, including 86.3% (63/73) were MLVA type 4-5-7-2, and 13.7% (10/73) were MLVA type 3-5-6-2. No other types were found. No strains were resistant to levofloxacin or tetracycline. In 2016, a specific decrease in the macrolide resistance rate occurred in Beijing. The detection rate and macrolide resistance rate of outpatients are lower than those of inpatients. The A2063G mutants M. pneumoniae have high levels of resistance to erythromycin and azithromycin. The primary MLVA type is 4-5-7-2, followed by 3-5-6-2. No other MLVA types were detected. No strains resistant to tetracycline or levofloxacin were found in vitro. ","10.3967/bes2020.125"
