Repository,Title,Authors,Abstract,DOI
"PubMed","Optimized inverse kinematics modeling and joint angle prediction for six-degree-of-freedom anthropomorphic robots with Explainable AI.","Rakesh Chandra Joshi; Jaynendra Kumar Rai; Radim Burget; Malay Kishore Dutta","Inverse kinematics, crucial in robotics, involves computing joint configurations to achieve specific end-effector positions and orientations. This task is particularly complex for six-degree-of-freedom (six-DoF) anthropomorphic robots due to complicated mathematical equations, nonlinear behaviours, multiple valid solutions, physical constraints, non-generalizability and computational demands. The primary contribution of this work is to address the complex inverse kinematics problem for six-DoF anthropomorphic robots through the systematic exploration of AI models. This study involves rigorous evaluation and Bayesian optimization for hyperparameter tuning to identify the optimal regressor, balancing both accuracy and computational efficiency. Utilizing five-fold cross-validation on a publicly available dataset, the selected model demonstrates exceptional performance in predicting six joint angles for end effector configuration, yielding an average mean square error of 1.934 × 10-3 to 3.522 × 10-3. Its computational efficiency, with a prediction time of approximately 1.25 ms per sample, makes it a practical choice. Additionally, the study employs Explainable AI, using SHAP (SHapley Additive exPlanations) analysis to gain an understanding of feature importance. This analysis not only enhances model interpretability but also reaffirms the efficacy in this challenging multi-input multi-output predictive task. This research advances state-of-the-art models and neural networks by prioritizing computational efficiency alongside accuracy-a critical yet often overlooked factor. Pioneering a significant advancement in anthropomorphic robot kinematics, it balances accuracy and efficiency, offering practical robotic automation solutions. ","10.1016/j.isatra.2024.12.008"
"PubMed","AI technology to support adaptive functioning in neurodevelopmental conditions in everyday environments: a systematic review.","Nina Perry; Carter Sun; Martha Munro; Kelsie A Boulton; Adam J Guastella","Supports for adaptive functioning in individuals with neurodevelopmental conditions (NDCs) is of umost importance to long-term outcomes. Artificial intelligence (AI)-assistive technologies has enormous potential to offer efficient, cost-effective, and personalized solutions to address these challenges, particularly in everday environments. This systematic review examines the existing evidence for using AI-assistive technologies to support adaptive functioning in people with NDCs in everyday settings. Searches across six databases yielded 15 studies meeting inclusion criteria, focusing on robotics, phones/computers and virtual reality. Studies most frequently recruited children diagnosed with autism and targeted social skills (47%), daily living skills (26%), and communication (16%). Despite promising results, studies addressing broader transdiagnostic needs across different NDC populations are needed. There is also an urgent need to improve the quality of evidence-based research practices. This review concludes that AI holds enormous potential to support adaptive functioning for people with NDCs and for personalized health support. This review underscores the need for further research studies to advance AI technologies in this field. ","10.1038/s41746-024-01355-7"
"PubMed","Benefits and harms associated with the use of AI-related algorithmic decision-making systems by healthcare professionals: a systematic review.","Christoph Wilhelm; Anke Steckelberg; Felix G Rebitschek","Despite notable advancements in artificial intelligence (AI) that enable complex systems to perform certain tasks more accurately than medical experts, the impact on patient-relevant outcomes remains uncertain. To address this gap, this systematic review assesses the benefits and harms associated with AI-related algorithmic decision-making (ADM) systems used by healthcare professionals, compared to standard care. In accordance with the PRISMA guidelines, we included interventional and observational studies published as peer-reviewed full-text articles that met the following criteria: human patients; interventions involving algorithmic decision-making systems, developed with and/or utilizing machine learning (ML); and outcomes describing patient-relevant benefits and harms that directly affect health and quality of life, such as mortality and morbidity. Studies that did not undergo preregistration, lacked a standard-of-care control, or pertained to systems that assist in the execution of actions (e.g., in robotics) were excluded. We searched MEDLINE, EMBASE, IEEE Xplore, and Google Scholar for studies published in the past decade up to 31 March 2024. We assessed risk of bias using Cochrane's RoB 2 and ROBINS-I tools, and reporting transparency with CONSORT-AI and TRIPOD-AI. Two researchers independently managed the processes and resolved conflicts through discussion. This review has been registered with PROSPERO (CRD42023412156) and the study protocol has been published. Out of 2,582 records identified after deduplication, 18 randomized controlled trials (RCTs) and one cohort study met the inclusion criteria, covering specialties such as psychiatry, oncology, and internal medicine. Collectively, the studies included a median of 243 patients (IQR 124-828), with a median of 50.5% female participants (range 12.5-79.0, IQR 43.6-53.6) across intervention and control groups. Four studies were classified as having low risk of bias, seven showed some concerns, and another seven were assessed as having high or serious risk of bias. Reporting transparency varied considerably: six studies showed high compliance, four moderate, and five low compliance with CONSORT-AI or TRIPOD-AI. Twelve studies (63%) reported patient-relevant benefits. Of those with low risk of bias, interventions reduced length of stay in hospital and intensive care unit (10.3 vs. 13.0 days, p = 0.042; 6.3 vs. 8.4 days, p = 0.030), in-hospital mortality (9.0% vs. 21.3%, p = 0.018), and depression symptoms in non-complex cases (45.1% vs. 52.3%, p = 0.03). However, harms were frequently underreported, with only eight studies (42%) documenting adverse events. No study reported an increase in adverse events as a result of the interventions. The current evidence on AI-related ADM systems provides limited insights into patient-relevant outcomes. Our findings underscore the essential need for rigorous evaluations of clinical benefits, reinforced compliance with methodological standards, and balanced consideration of both benefits and harms to ensure meaningful integration into healthcare practice. This study did not receive any funding. ","10.1016/j.lanepe.2024.101145"
"PubMed","Green ILC: A Novel Energy-Efficient Iterative Learning Control Approach.","Yu Dou; Emmanuel Prempain","In this paper, we introduce Green Iterative Learning Control (Green ILC), an innovative hybrid control method that addresses the critical need for energy-efficient control in dynamic, repetitive-task environments. By integrating the iterative refinement capabilities of traditional Iterative Learning Control (ILC) with the optimization strengths of gradient descent, Green ILC achieves a balanced trade-off between tracking accuracy and energy consumption. This novel approach introduces a cost function that minimizes both tracking errors and control effort, enabling the system to adaptively optimize performance over iterations. Theoretical analysis and simulation results demonstrate that Green ILC not only achieves faster convergence but also provides significant energy savings compared with traditional ILC methods. Notably, Green ILC reduces energy consumption by prioritizing efficiency, making it particularly suitable for energy-intensive applications such as robotics, manufacturing, and process control. While a slight decrease in tracking accuracy is observed, this trade-off is acceptable for scenarios where energy efficiency is paramount. This work establishes Green ILC as a promising solution for modern industrial systems requiring robust and sustainable control strategies. ","10.3390/s24237787"
"PubMed","Drivable path detection for a mobile robot with differential drive using a deep Learning based segmentation method for indoor navigation.","Oğuz Mısır","The integration of artificial intelligence into the field of robotics enables robots to perform their tasks more meaningfully. In particular, deep-learning methods contribute significantly to robots becoming intelligent cybernetic systems. The effective use of deep-learning mobile cyber-physical systems has enabled mobile robots to become more intelligent. This effective use of deep learning can also help mobile robots determine a safe path. The drivable pathfinding problem involves a mobile robot finding the path to a target in a challenging environment with obstacles. In this paper, a semantic-segmentation-based drivable path detection method is presented for use in the indoor navigation of mobile robots. The proposed method uses a perspective transformation strategy based on transforming high-accuracy segmented images into real-world space. This transformation enables the motion space to be divided into grids, based on the image perceived in a real-world space. A grid-based RRT* navigation strategy was developed that uses images divided into grids to enable the mobile robot to avoid obstacles and meet the optimal path requirements. Smoothing was performed to improve the path planning of the grid-based RRT* and avoid unnecessary turning angles of the mobile robot. Thus, the mobile robot could reach the target in an optimum manner in the drivable area determined by segmentation. Deeplabv3+ and ResNet50 backbone architecture with superior segmentation ability are proposed for accurate determination of drivable path. Gaussian filter was used to reduce the noise caused by segmentation. In addition, multi-otsu thresholding was used to improve the masked images in multiple classes. The segmentation model and backbone architecture were compared in terms of their performance using different methods. DeepLabv3+ and ResNet50 backbone architectures outperformed the other compared methods by 0.21%-4.18% on many metrics. In addition, a mobile robot design is presented to test the proposed drivable path determination method. This design validates the proposed method by using different scenarios in an indoor environment. ","10.7717/peerj-cs.2514"
"PubMed","Exploring diabetes through the lens of AI and computer vision: Methods and future prospects.","Ramesh Chundi; Sasikala G; Praveen Kumar Basivi; Anitha Tippana; Vishwanath R Hulipalled; Prabakaran N; Jay B Simha; Chang Woo Kim; Vijay Kakani; Visweswara Rao Pasupuleti","Early diagnosis and timely initiation of treatment plans for diabetes are crucial for ensuring individuals' well-being. Emerging technologies like artificial intelligence (AI) and computer vision are highly regarded for their ability to enhance the accessibility of large datasets for dynamic training and deliver efficient real-time intelligent technologies and predictable models. The application of AI and computer vision techniques to enhance the analysis of clinical data is referred to as eHealth solutions that employ advanced approaches to aid medical applications. This study examines several advancements and applications of machine learning, deep learning, and machine vision in global perception, with a focus on sustainability. This article discusses the significance of utilizing artificial intelligence and computer vision to detect diabetes, as it has the potential to significantly mitigate harm to human life. This paper provides several comments addressing challenges and recommendations for the use of this technology in the field of diabetes. This study explores the potential of employing Industry 4.0 technologies, including machine learning, deep learning, and computer vision robotics, as effective tools for effectively dealing with diabetes related aspects. ","10.1016/j.compbiomed.2024.109537"
"PubMed","Editorial: Autonomous (re)production, learning and bio-inspired robotics workshop.","Andy M Tyrrell; Emma Hart; Alan Winfield; A E Eiben; Jon Timmis","","10.3389/frobt.2024.1513495"
"PubMed","AI-Powered Multimodal Modeling of Personalized Hemodynamics in Aortic Stenosis.","Caglar Ozturk; Daniel H Pak; Luca Rosalia; Debkalpa Goswami; Mary E Robakowski; Raymond McKay; Christopher T Nguyen; James S Duncan; Ellen T Roche","Aortic stenosis (AS) is the most common valvular heart disease in developed countries. High-fidelity preclinical models can improve AS management by enabling therapeutic innovation, early diagnosis, and tailored treatment planning. However, their use is currently limited by complex workflows necessitating lengthy expert-driven manual operations. Here, we propose an AI-powered computational framework for accelerated and democratized patient-specific modeling of AS hemodynamics from computed tomography (CT). First, we demonstrate that the automated meshing algorithms can generate task-ready geometries for both computational and benchtop simulations with higher accuracy and 100 times faster than existing approaches. Then, we show that the approach can be integrated with fluid-structure interaction and soft robotics models to accurately recapitulate a broad spectrum of clinical hemodynamic measurements of diverse AS patients. The efficiency and reliability of these algorithms make them an ideal complementary tool for personalized high-fidelity modeling of AS biomechanics, hemodynamics, and treatment planning. ","10.1002/advs.202404755"
"PubMed","Editorial: Human-robot collaboration in Industry 5.0: a human-centric AI-based approach.","Loris Roveda","","10.3389/frobt.2024.1511126"
"PubMed","A novel dataset of annotated oyster mushroom images with environmental context for machine learning applications.","Sonay Duman; Abdullah Elewi; Abdulsalam Hajhamed; Rasheed Khankan; Amina Souag; Asma Ahmed","State-of-the-art technologies such as computer vision and machine learning, are revolutionizing the smart mushroom industry by addressing diverse challenges in yield prediction, growth analysis, mushroom classification, disease and deformation detection, and digital twinning. However, mushrooms have long presented a challenge to automated systems due to their varied sizes, shapes, and surface characteristics, limiting the effectiveness of technologies aimed at mushroom classification and growth analysis. Clean and well-labelled datasets are therefore a cornerstone for developing efficient machine-learning models. Bridging this gap in oyster mushroom cultivation, we present a novel dataset comprising 555 high-quality camera raw images, from which approximately 16.000 manually annotated images were extracted. These images capture mushrooms in various shapes, maturity stages, and conditions, photographed in a greenhouse using two cameras for comprehensive coverage. Alongside the images, we recorded key environmental parameters within the mushroom greenhouse, such as temperature, relative humidity, moisture, and air quality, for a holistic analysis. This dataset is unique in providing both visual and environmental time-point data, organized into four storage folders: ""Raw Images""; ""Mushroom Labelled Images and Annotation Files""; ""Maturity Labelled Images and Annotation Files""; and ""Sensor Data"", which includes time-stamped sensor readings in Excel files. This dataset can enable researchers to develop high-quality prediction and classification machine learning models for the intelligent cultivation of oyster mushrooms. Beyond mushroom cultivation, this dataset also has the potential to be utilized in the fields of computer vision, artificial intelligence, robotics, precision agriculture, and fungal studies in general. ","10.1016/j.dib.2024.111074"
"PubMed","Integrating Historical Learning and Multi-View Attention with Hierarchical Feature Fusion for Robotic Manipulation.","Gaoxiong Lu; Zeyu Yan; Jianing Luo; Wei Li","Humans typically make decisions based on past experiences and observations, while in the field of robotic manipulation, the robot's action prediction often relies solely on current observations, which tends to make robots overlook environmental changes or become ineffective when current observations are suboptimal. To address this pivotal challenge in robotics, inspired by human cognitive processes, we propose our method which integrates historical learning and multi-view attention to improve the performance of robotic manipulation. Based on a spatio-temporal attention mechanism, our method not only combines observations from current and past steps but also integrates historical actions to better perceive changes in robots' behaviours and their impacts on the environment. We also employ a mutual information-based multi-view attention module to automatically focus on valuable perspectives, thereby incorporating more effective information for decision-making. Furthermore, inspired by human visual system which processes both global context and local texture details, we have devised a method that merges semantic and texture features, aiding robots in understanding the task and enhancing their capability to handle fine-grained tasks. Extensive experiments in RLBench and real-world scenarios demonstrate that our method effectively handles various tasks and exhibits notable robustness and adaptability. ","10.3390/biomimetics9110712"
"PubMed","Compassionate Care with Autonomous AI Humanoid Robots in Future Healthcare Delivery: A Multisensory Simulation of Next-Generation Models.","Joannes Paulus Tolentino Hernandez","The integration of AI and robotics in healthcare raises concerns, and additional issues regarding autonomous systems are anticipated. Effective communication is crucial for robots to be seen as ""caring"", necessitating advanced mechatronic design and natural language processing (NLP). This paper examines the potential of humanoid robots to autonomously replicate compassionate care. The study employs computational simulations using mathematical and agent-based modeling to analyze human-robot interactions (HRIs) surpassing Tetsuya Tanioka's TRETON. It incorporates stochastic elements (through neuromorphic computing) and quantum-inspired concepts (through the lens of Martha Rogers' theory), running simulations over 100 iterations to analyze complex behaviors. Multisensory simulations (visual and audio) demonstrate the significance of ""dynamic communication"", (relational) ""entanglement"", and (healthcare system and robot's function) ""superpositioning"" in HRIs. Quantum and neuromorphic computing may enable humanoid robots to empathetically respond to human emotions, based on Jean Watson's ten caritas processes for creating transpersonal states. Autonomous AI humanoid robots will redefine the norms of ""caring"". Establishing ""pluralistic agreements"" through open discussions among stakeholders worldwide is necessary to align innovations with the values of compassionate care within a ""posthumanist"" framework, where the compassionate care provided by Level 4 robots meets human expectations. Achieving compassionate care with autonomous AI humanoid robots involves translating nursing, communication, computer science, and engineering concepts into robotic care representations while considering ethical discourses through collaborative efforts. Nurses should lead the design and implementation of AI and robots guided by ""technological knowing"" in Rozzano Locsin's TCCN theory. ","10.3390/biomimetics9110687"
"PubMed","Analysis of Gender Issues in Computational Thinking Approach in Science and Mathematics Learning in Higher Education.","Alejandro De la Hoz Serrano; Lina Viviana Melo Niño; Andrés Álvarez Murillo; Miguel Ángel Martín Tardío; Florentina Cañada Cañada; Javier Cubero Juánez","In the contemporary era, Computational Thinking has emerged as a crucial skill for individuals to possess in order to thrive in the 21st century. In this context, there is a need to develop a methodology for cultivating these skills within a science and mathematics content education framework, particularly among pre-service teachers. This study aimed to investigate the impact of Educational Robotics on the development of Computational Thinking skills, with a particular focus on the role of gender, through a scientific and mathematical content teaching approach. A pre-experimental design with a quantitative approach was employed, and it was implemented with a total of 116 pre-service teachers, 38 males and 78 females. The results demonstrated a notable enhancement between the pre-test (8.11) and post-test (9.63) scores, emphasising specific concepts such as simple functions, while, and compound conditional. With respect to gender, statistically significant differences were identified prior to the intervention, but not following its implementation. The high level of Computational Thinking exhibited by both genders was comparable (53.85% in females and 55.26% in males) following the intervention. This indicates that the intervention is a promising approach for enhancing Computational Thinking proficiency, independent of gender and initial proficiency levels. The implementation of Educational Robotics in the teaching of science and mathematics enables the enhancement of Computational Thinking abilities among pre-service teachers, while reducing the observed gender disparity in this area of skill development. ","10.3390/ejihpe14110188"
"PubMed","Integrating AI into Breast Reconstruction Surgery: Exploring Opportunities, Applications, and Challenges.","Andrew Gorgy; Hong Hao Xu; Hassan El Hawary; Hillary Nepon; James Lee; Joshua Vorstenbosch","Background: Artificial intelligence (AI) has significantly influenced various sectors, including healthcare, by enhancing machine capabilities in assisting with human tasks. In surgical fields, where precision and timely decision-making are crucial, AI's integration could revolutionize clinical quality and health resource optimization. This study explores the current and future applications of AI technologies in reconstructive breast surgery, aiming for broader implementation. Methods: We conducted systematic reviews through PubMed, Web of Science, and Google Scholar using relevant keywords and MeSH terms. The focus was on the main AI subdisciplines: machine learning, computer vision, natural language processing, and robotics. This review includes studies discussing AI applications across preoperative, intraoperative, postoperative, and academic settings in breast plastic surgery. Results: AI is currently utilized preoperatively to predict surgical risks and outcomes, enhancing patient counseling and informed consent processes. During surgery, AI supports the identification of anatomical landmarks and dissection strategies and provides 3-dimensional visualizations. Robotic applications are promising for procedures like microsurgical anastomoses, flap harvesting, and dermal matrix anchoring. Postoperatively, AI predicts discharge times and customizes follow-up schedules, which improves resource allocation and patient management at home. Academically, AI offers personalized training feedback to surgical trainees and aids research in breast reconstruction. Despite these advancements, concerns regarding privacy, costs, and operational efficacy persist and are critically examined in this review. Conclusions: The application of AI in breast plastic and reconstructive surgery presents substantial benefits and diverse potentials. However, much remains to be explored and developed. This study aims to consolidate knowledge and encourage ongoing research and development within the field, thereby empowering the plastic surgery community to leverage AI technologies effectively and responsibly for advancing breast reconstruction surgery. ","10.1177/22925503241292349"
"PubMed","Nature redux: interrogating biomorphism and soft robot aesthetics through generative AI.","Mads Bering Christiansen; Ahmad Rafsanjani; Jonas Jørgensen","Artificial Intelligence (AI) has rapidly become a widespread design aid through the recent proliferation of generative AI tools. In this work we use generative AI to explore soft robotics designs, specifically Soft Biomorphism, an aesthetic design paradigm emphasizing the inherent biomorphic qualities of soft robots to leverage them as affordances for interactions with humans. The work comprises two experiments aimed at uncovering how generative AI can articulate and expand the design space of soft biomorphic robotics using text-to-image (TTI) and image-to-image (ITI) generation techniques. Through TTI generation, Experiment 1 uncovered alternative interpretations of soft biomorphism, emphasizing the novel incorporation of, e.g., fur, which adds a new dimension to the material aesthetics of soft robotics. In Experiment 2, TTI and ITI generation were combined and a category of hybrid techno-organic robot designs discovered, which combined rigid and pliable materials. The work thus demonstrates in practice the specific ways in which AI image generation can contribute towards expanding the design space of soft robotics. ","10.3389/frobt.2024.1472051"
